epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
8,116.128,1.31383,2.67879,1.0518,1,0.12508,0.45949,0.29911,1.14022,3.28033,0.94556,0.00043381,0.00043381,0.00043381
9,131.568,1.31408,2.24576,1.05418,1,0.09122,0.66763,0.41603,1.1812,3.19551,0.96435,0.00048336,0.00048336,0.00048336
10,146.886,1.35295,2.19266,1.03246,0.04227,0.76587,0.51678,0.24462,1.43938,3.47163,1.13132,0.00053159,0.00053159,0.00053159
11,163.036,1.27708,2.01838,1.02202,0.04256,0.45238,0.37408,0.16839,1.57673,3.76699,1.23612,0.0005785,0.0005785,0.0005785
12,179.401,1.29837,1.90204,1.02449,0.7967,0.38095,0.39308,0.16935,1.62521,3.68124,1.20418,0.00062409,0.00062409,0.00062409
13,195.513,1.32158,1.73655,1.03268,0.91693,0.13259,0.35076,0.14454,1.72175,3.6088,1.20689,0.00066836,0.00066836,0.00066836
14,211.277,1.29426,1.67618,1.01062,0.9525,0.21212,0.39666,0.15544,1.76144,3.42489,1.1914,0.00071131,0.00071131,0.00071131
15,226.615,1.20674,1.63036,1.02421,0.9525,0.21212,0.39666,0.15544,1.76144,3.42489,1.1914,0.00075294,0.00075294,0.00075294
16,242.212,1.30951,1.68872,1.03987,1,0.14425,0.4853,0.19269,1.82392,3.4607,1.26949,0.00079325,0.00079325,0.00079325
17,257.616,1.24489,1.52294,1.0153,0.98099,0.29649,0.66039,0.32244,1.55023,3.18475,1.21119,0.000824,0.000824,0.000824
18,275.206,1.25216,1.40908,1.01628,1,0.39413,0.82355,0.53041,1.25207,2.45238,1.05543,0.000813,0.000813,0.000813
19,291.076,1.26013,1.43227,0.99665,1,0.39413,0.82355,0.53041,1.25207,2.45238,1.05543,0.000802,0.000802,0.000802
20,307.868,1.20093,1.40252,1.0042,0.9025,0.76858,0.93,0.67226,1.15173,1.80692,1.00899,0.000791,0.000791,0.000791
21,325.094,1.21258,1.44901,1.03923,0.86877,0.70552,0.86947,0.56308,1.30034,2.01511,1.03882,0.00078,0.00078,0.00078
22,339.659,1.22358,1.25074,1.01627,0.91884,0.74169,0.86351,0.54956,1.29161,1.9468,1.00943,0.000769,0.000769,0.000769
23,355.297,1.28559,1.31324,0.99833,0.91884,0.74169,0.86351,0.54956,1.29161,1.9468,1.00943,0.000758,0.000758,0.000758
24,370.831,1.16711,1.32587,1.03203,0.8954,0.89946,0.94194,0.64991,1.13221,1.51833,0.97607,0.000747,0.000747,0.000747
25,385.916,1.16904,1.25481,1.00356,0.8931,0.92356,0.96048,0.68771,1.0187,1.43972,0.94662,0.000736,0.000736,0.000736
26,401.244,1.20444,1.17002,0.97647,0.89651,0.95238,0.96321,0.66119,1.11501,1.48522,0.96485,0.000725,0.000725,0.000725
27,417.715,1.21009,1.15599,0.96623,0.89651,0.95238,0.96321,0.66119,1.11501,1.48522,0.96485,0.000714,0.000714,0.000714
28,434.281,1.11879,1.17114,0.98445,0.91747,0.91292,0.95762,0.64042,1.20511,1.68916,0.97293,0.000703,0.000703,0.000703
29,450.162,1.14859,1.11922,0.99756,0.91829,0.88345,0.96839,0.66232,1.18573,1.62744,0.94235,0.000692,0.000692,0.000692
30,465.669,1.1354,1.15293,1.00365,0.91487,0.99232,0.97524,0.65859,1.15636,1.35677,0.92203,0.000681,0.000681,0.000681
31,481.337,1.16232,1.12973,0.9741,0.91487,0.99232,0.97524,0.65859,1.15636,1.35677,0.92203,0.00067,0.00067,0.00067
32,496.979,1.15736,1.09084,0.96612,0.86049,0.97324,0.97524,0.67411,1.14279,1.20633,0.92274,0.000659,0.000659,0.000659
33,512.568,1.10824,1.01464,0.96621,0.93294,0.99674,0.9831,0.7064,1.06086,1.04111,0.92134,0.000648,0.000648,0.000648
34,528.302,1.15062,1.03778,0.96248,0.9431,0.96631,0.9741,0.6961,1.10117,1.06848,0.94048,0.000637,0.000637,0.000637
35,543.581,1.07216,1.06868,0.96396,0.9431,0.96631,0.9741,0.6961,1.10117,1.06848,0.94048,0.000626,0.000626,0.000626
36,559.068,1.09833,1.03069,0.97643,0.86904,0.95109,0.95373,0.64145,1.15779,1.23711,0.95052,0.000615,0.000615,0.000615
37,575.397,1.14657,1.03245,0.96325,0.93036,0.96001,0.98419,0.70176,1.08475,1.27208,0.92312,0.000604,0.000604,0.000604
38,591.328,1.11338,1.05865,0.96912,0.88202,0.9965,0.99119,0.71515,1.02067,1.15924,0.90045,0.000593,0.000593,0.000593
39,607.47,1.14473,1.07193,0.99117,0.88202,0.9965,0.99119,0.71515,1.02067,1.15924,0.90045,0.000582,0.000582,0.000582
40,623.767,1.05057,0.95391,0.95906,0.90063,1,0.9831,0.71049,1.05003,1.05089,0.90866,0.000571,0.000571,0.000571
41,640.854,1.14638,1.13787,1.02344,0.95063,1,0.97524,0.6806,1.09585,1.029,0.92033,0.00056,0.00056,0.00056
42,657.835,1.03626,1.02092,0.98967,0.89733,0.99075,0.97524,0.67148,1.14435,1.06687,0.92723,0.000549,0.000549,0.000549
43,672.644,1.16172,1.02465,0.95489,0.89733,0.99075,0.97524,0.67148,1.14435,1.06687,0.92723,0.000538,0.000538,0.000538
44,688.499,1.12859,0.91903,0.97508,0.89706,0.99189,0.97524,0.67507,1.111,1.06115,0.92638,0.000527,0.000527,0.000527
45,704.12,1.10812,1.03477,0.95456,0.90077,1,0.97524,0.703,1.05205,1.02856,0.92636,0.000516,0.000516,0.000516
46,720.164,1.07332,0.95691,0.98222,0.9118,1,0.97524,0.71757,1.03663,0.95086,0.91986,0.000505,0.000505,0.000505
47,735.87,1.13016,0.90897,0.92929,0.9118,1,0.97524,0.71757,1.03663,0.95086,0.91986,0.000494,0.000494,0.000494
48,751.432,1.13754,0.97265,0.96044,0.93994,1,0.97524,0.70763,1.05435,0.93487,0.91764,0.000483,0.000483,0.000483
49,767.464,1.0508,0.94364,0.94778,0.93151,1,0.97524,0.71459,1.04941,0.93806,0.91573,0.000472,0.000472,0.000472
50,783.378,1.08471,0.9608,0.94603,0.945,0.99699,0.97524,0.70092,1.08556,0.93318,0.91874,0.000461,0.000461,0.000461
51,799.047,1.10309,0.92727,1.01673,0.945,0.99699,0.97524,0.70092,1.08556,0.93318,0.91874,0.00045,0.00045,0.00045
52,815.438,1.14408,0.99091,1.00163,0.92577,0.99355,0.97929,0.70843,1.05025,0.91637,0.91187,0.000439,0.000439,0.000439
53,831.694,1.0688,0.9197,0.96646,0.91354,0.997,0.97929,0.73331,0.98711,0.89364,0.90357,0.000428,0.000428,0.000428
54,847.346,1.04811,0.93738,0.99354,0.92111,0.99611,0.9831,0.73437,0.98046,0.88878,0.90042,0.000417,0.000417,0.000417
55,863.003,1.09228,0.841,0.95124,0.92111,0.99611,0.9831,0.73437,0.98046,0.88878,0.90042,0.000406,0.000406,0.000406
56,880.315,1.18626,0.92563,1.0013,0.93912,0.99547,0.98714,0.73758,0.97958,0.90474,0.90184,0.000395,0.000395,0.000395
57,896.711,1.16278,0.97584,1.00129,0.93526,0.9916,0.99119,0.74546,0.96288,0.90815,0.90498,0.000384,0.000384,0.000384
58,913.025,1.08859,0.86971,0.95422,0.94172,0.97222,0.99119,0.74606,0.98191,0.89536,0.90953,0.000373,0.000373,0.000373
59,929.132,1.1038,0.89726,0.95936,0.94172,0.97222,0.99119,0.74606,0.98191,0.89536,0.90953,0.000362,0.000362,0.000362
60,944.412,1.11017,0.91553,0.95627,0.95861,1,0.99119,0.72548,1.00967,0.84976,0.90956,0.000351,0.000351,0.000351
61,959.771,1.04141,0.87489,0.93553,0.94955,0.99368,0.99119,0.73506,0.97265,0.82352,0.9029,0.00034,0.00034,0.00034
62,976.778,1.04271,0.86197,0.94942,0.94577,0.99252,0.99119,0.74778,0.95103,0.83004,0.90053,0.000329,0.000329,0.000329
63,994.703,1.05412,0.89603,0.97813,0.94577,0.99252,0.99119,0.74778,0.95103,0.83004,0.90053,0.000318,0.000318,0.000318
64,1012.14,1.04605,0.83762,0.96915,0.94733,1,0.99119,0.75396,0.96755,0.8526,0.89834,0.000307,0.000307,0.000307
65,1029.32,1.02226,0.82995,0.95429,0.94941,1,0.99119,0.75324,0.99059,0.84848,0.90335,0.000296,0.000296,0.000296
66,1046.96,1.05907,0.97126,0.95982,0.95753,0.99739,0.98714,0.74136,0.9983,0.80922,0.9137,0.000285,0.000285,0.000285
67,1064.19,1.04695,0.89737,0.96888,0.95753,0.99739,0.98714,0.74136,0.9983,0.80922,0.9137,0.000274,0.000274,0.000274
68,1081.35,1.05722,0.84397,0.95995,0.9592,0.99663,0.9831,0.74245,0.98452,0.79988,0.91387,0.000263,0.000263,0.000263
69,1098.9,1.1247,0.87445,0.98728,0.95485,0.99438,0.9831,0.73991,0.97314,0.81208,0.90752,0.000252,0.000252,0.000252
70,1114.21,1.10495,1.07068,0.98438,0.94619,0.99581,0.97929,0.72143,0.98268,0.82326,0.90949,0.000241,0.000241,0.000241
71,1131.6,1.05718,0.848,0.98783,0.94619,0.99581,0.97929,0.72143,0.98268,0.82326,0.90949,0.00023,0.00023,0.00023
72,1147.23,0.99262,0.87794,0.9597,0.94476,0.99551,0.97929,0.71038,0.99149,0.81875,0.90871,0.000219,0.000219,0.000219
73,1162.72,1.03329,0.86713,0.95505,0.94626,0.99543,0.97929,0.70766,0.99599,0.82056,0.90768,0.000208,0.000208,0.000208
74,1178.38,1.09693,0.89997,0.96313,0.94773,0.99463,0.97929,0.71853,0.99118,0.80947,0.90717,0.000197,0.000197,0.000197
75,1194.25,0.98843,0.8242,0.93949,0.94773,0.99463,0.97929,0.71853,0.99118,0.80947,0.90717,0.000186,0.000186,0.000186
76,1209.65,1.01741,0.8313,0.93239,0.95095,0.99396,0.97929,0.72482,0.97107,0.80438,0.9052,0.000175,0.000175,0.000175
77,1225.15,0.97869,0.79607,0.9184,0.95293,0.99406,0.97929,0.73516,0.9554,0.79535,0.9039,0.000164,0.000164,0.000164
78,1241.38,1.06304,0.8263,0.94707,0.95583,0.99572,0.97524,0.75049,0.92765,0.80748,0.89915,0.000153,0.000153,0.000153
79,1256.92,1.02129,0.94763,0.95794,0.95583,0.99572,0.97524,0.75049,0.92765,0.80748,0.89915,0.000142,0.000142,0.000142
80,1272.4,1.04764,0.83989,0.95533,0.95949,0.99778,0.97524,0.76114,0.91314,0.81771,0.89632,0.000131,0.000131,0.000131
81,1288.41,1.025,0.88699,0.93758,0.95997,1,0.97524,0.75794,0.91401,0.80316,0.89641,0.00012,0.00012,0.00012
82,1303.77,1.00296,0.85801,0.9328,0.96362,0.99731,0.97524,0.75949,0.91696,0.78568,0.89716,0.000109,0.000109,0.000109
83,1319.34,1.18514,0.95073,0.98138,0.96362,0.99731,0.97524,0.75949,0.91696,0.78568,0.89716,9.8e-05,9.8e-05,9.8e-05
84,1334.43,1.04889,0.82362,0.96515,0.96278,1,0.97524,0.75797,0.92382,0.78052,0.89663,8.7e-05,8.7e-05,8.7e-05
85,1350.16,0.99843,0.94038,0.95115,0.9613,1,0.97929,0.7429,0.93701,0.78515,0.89783,7.6e-05,7.6e-05,7.6e-05
86,1366.51,0.95658,0.7928,0.91115,0.9572,0.99766,0.97929,0.74037,0.95284,0.79228,0.89917,6.5e-05,6.5e-05,6.5e-05
87,1382.01,0.98889,0.83516,0.95275,0.9572,0.99766,0.97929,0.74037,0.95284,0.79228,0.89917,5.4e-05,5.4e-05,5.4e-05
88,1397.35,1.00822,0.79738,0.927,0.95646,0.9981,0.97929,0.73359,0.9573,0.78852,0.89873,4.3e-05,4.3e-05,4.3e-05
89,1413.64,1.01661,0.79512,0.93541,0.95765,0.99931,0.97524,0.73099,0.95943,0.78177,0.89893,3.2e-05,3.2e-05,3.2e-05
90,1429.54,0.99935,0.79268,0.92964,0.95953,0.99934,0.97524,0.72885,0.95718,0.77368,0.89902,2.1e-05,2.1e-05,2.1e-05
1,15.5095,3.09036,4.67892,1.96456,0.00161,0.04762,0.00207,0.00021,2.31151,4.41276,1.43448,5e-05,5e-05,5e-05
2,27.8717,2.09445,4.42195,1.46699,0.00647,0.28571,0.03741,0.02151,1.86743,4.17002,1.17785,0.000108719,0.000108719,0.000108719
3,41.3919,1.67061,4.12686,1.2999,0.00562,0.36111,0.14319,0.08425,1.39097,4.0897,1.04947,0.00016604,0.00016604,0.00016604
4,54.3791,1.57023,3.98289,1.1905,0.00679,0.43651,0.16212,0.10465,1.41124,4.01211,1.03186,0.000221964,0.000221964,0.000221964
5,66.9376,1.30059,3.53356,1.09558,0.00784,0.46032,0.15266,0.07975,1.53338,3.87668,1.02104,0.000276489,0.000276489,0.000276489
6,79.0213,1.29059,3.09631,1.05272,0.95423,0.09524,0.17317,0.09789,1.2847,3.70828,0.99735,0.000329618,0.000329618,0.000329618
7,91.1696,1.31395,2.85056,1.08584,0.9863,0.16667,0.32842,0.20004,1.17066,3.40758,0.95433,0.000381348,0.000381348,0.000381348
8,102.86,1.31519,2.68442,1.06035,1,0.1186,0.4229,0.28227,1.14937,3.34296,0.94982,0.000431681,0.000431681,0.000431681
9,114.476,1.31099,2.2582,1.05619,1,0.098,0.5933,0.36155,1.18798,3.23254,0.96413,0.000480616,0.000480616,0.000480616
10,127.345,1.34163,2.1933,1.0326,1,0.24781,0.54092,0.28564,1.35672,3.31148,1.07447,0.000528154,0.000528154,0.000528154
11,139.184,1.27518,2.05106,1.02671,0.29404,0.54762,0.50021,0.26191,1.45454,3.55638,1.1549,0.000574294,0.000574294,0.000574294
12,151.096,1.30032,1.89229,1.02752,0.95879,0.32322,0.41822,0.20688,1.57964,3.66927,1.19657,0.000619036,0.000619036,0.000619036
13,163.207,1.33675,1.72678,1.03649,0.95433,0.1734,0.35224,0.1876,1.64633,3.6583,1.21177,0.000662381,0.000662381,0.000662381
14,174.996,1.28346,1.70479,1.0178,0.9535,0.2327,0.4943,0.27104,1.54881,3.24929,1.14546,0.000704328,0.000704328,0.000704328
15,186.559,1.19489,1.63439,1.02601,0.9535,0.2327,0.4943,0.27104,1.54881,3.24929,1.14546,0.000744878,0.000744878,0.000744878
16,198.047,1.31447,1.66448,1.04665,0.94261,0.18579,0.6402,0.30651,1.59701,3.07375,1.17825,0.000784029,0.000784029,0.000784029
17,209.633,1.25722,1.54851,1.02382,0.89046,0.35427,0.67058,0.37293,1.41408,2.70136,1.12019,0.000813647,0.000813647,0.000813647
18,221.473,1.25916,1.44102,1.02289,0.95314,0.4624,0.79623,0.51169,1.26742,2.18184,1.02317,0.000802,0.000802,0.000802
19,233.248,1.26667,1.43318,1.00082,0.95314,0.4624,0.79623,0.51169,1.26742,2.18184,1.02317,0.000790353,0.000790353,0.000790353
20,245.283,1.1994,1.42598,1.00424,0.8802,0.77689,0.93456,0.64171,1.1636,1.55868,0.98558,0.000778706,0.000778706,0.000778706
21,257.202,1.19326,1.46455,1.02645,0.82115,0.88331,0.91038,0.59881,1.26074,1.54364,0.98472,0.000767059,0.000767059,0.000767059
22,269.225,1.2428,1.2704,1.01361,0.83119,0.92664,0.88986,0.59085,1.24065,1.39585,0.96361,0.000755412,0.000755412,0.000755412
23,281.803,1.29945,1.30297,1.00037,0.83119,0.92664,0.88986,0.59085,1.24065,1.39585,0.96361,0.000743765,0.000743765,0.000743765
24,294.989,1.15807,1.33041,1.03313,0.87182,0.95238,0.92276,0.6408,1.10756,1.22881,0.9417,0.000732118,0.000732118,0.000732118
25,307.39,1.19609,1.30326,1.01258,0.80869,0.97619,0.92213,0.6604,1.01036,1.32959,0.9277,0.000720471,0.000720471,0.000720471
26,319.864,1.20771,1.19281,0.97913,0.89013,0.94841,0.9625,0.69793,1.06059,1.39014,0.93627,0.000708824,0.000708824,0.000708824
27,332.824,1.20698,1.16279,0.97508,0.89013,0.94841,0.9625,0.69793,1.06059,1.39014,0.93627,0.000697176,0.000697176,0.000697176
28,344.85,1.1178,1.19495,1.00098,0.87522,0.94244,0.96788,0.65807,1.19897,1.34932,0.95733,0.000685529,0.000685529,0.000685529
29,356.158,1.15684,1.12033,0.99845,0.88504,0.97598,0.97232,0.64977,1.18452,1.26495,0.94491,0.000673882,0.000673882,0.000673882
30,368.345,1.1088,1.15811,1.00673,0.91522,0.98736,0.97524,0.66549,1.13322,1.17301,0.93542,0.000662235,0.000662235,0.000662235
31,380.025,1.17174,1.1292,0.9802,0.91522,0.98736,0.97524,0.66549,1.13322,1.17301,0.93542,0.000650588,0.000650588,0.000650588
32,392.466,1.15809,1.09445,0.97074,0.92122,0.95686,0.97929,0.70055,1.0881,1.17964,0.91832,0.000638941,0.000638941,0.000638941
33,404.483,1.11673,1.04106,0.97261,0.92958,1,0.97929,0.71209,1.03114,1.07506,0.91617,0.000627294,0.000627294,0.000627294
34,416.455,1.14714,1.05143,0.96496,0.94137,0.98822,0.97524,0.6978,1.06909,1.099,0.92981,0.000615647,0.000615647,0.000615647
35,427.779,1.0728,1.0717,0.96625,0.94137,0.98822,0.97524,0.6978,1.06909,1.099,0.92981,0.000604,0.000604,0.000604
36,439.366,1.09056,1.02566,0.97562,0.88355,0.99199,0.97929,0.68269,1.14695,1.18441,0.9443,0.000592353,0.000592353,0.000592353
37,451.629,1.16649,1.02131,0.97118,0.91261,0.99771,0.97929,0.7097,1.06863,1.18022,0.92513,0.000580706,0.000580706,0.000580706
38,464.605,1.11261,1.03565,0.96705,0.90377,1,0.9831,0.71948,1.01542,1.12871,0.90021,0.000569059,0.000569059,0.000569059
39,476.16,1.17133,1.07151,0.99302,0.90377,1,0.9831,0.71948,1.01542,1.12871,0.90021,0.000557412,0.000557412,0.000557412
40,488.038,1.06203,0.95542,0.96961,0.92749,1,0.9831,0.70347,1.04122,1.11751,0.90029,0.000545765,0.000545765,0.000545765
41,499.363,1.12998,1.11167,1.01932,0.91891,0.99775,0.97929,0.67999,1.0996,1.10906,0.91647,0.000534118,0.000534118,0.000534118
42,511.788,1.05886,1.04343,0.99392,0.90739,1,0.97929,0.68069,1.11483,1.04432,0.93367,0.000522471,0.000522471,0.000522471
43,523.376,1.16547,0.99811,0.96728,0.90739,1,0.97929,0.68069,1.11483,1.04432,0.93367,0.000510824,0.000510824,0.000510824
44,535.608,1.11637,0.91589,0.97239,0.88653,1,0.97524,0.70191,1.05645,0.98996,0.93697,0.000499176,0.000499176,0.000499176
45,548.253,1.1086,1.00004,0.95072,0.88903,1,0.97929,0.72781,0.98267,1.00386,0.92357,0.000487529,0.000487529,0.000487529
46,560.52,1.08436,0.99842,0.98908,0.92582,0.9978,0.97929,0.74283,0.96812,0.94805,0.91072,0.000475882,0.000475882,0.000475882
47,572.69,1.11712,0.91112,0.92651,0.92582,0.9978,0.97929,0.74283,0.96812,0.94805,0.91072,0.000464235,0.000464235,0.000464235
48,584.497,1.15561,1.00039,0.96016,0.94385,0.98624,0.99119,0.75531,0.98112,0.92804,0.90656,0.000452588,0.000452588,0.000452588
49,596.115,1.04889,0.9372,0.94347,0.9412,0.9962,0.99119,0.75265,0.99548,0.92305,0.90319,0.000440941,0.000440941,0.000440941
50,608.168,1.08448,0.94852,0.94512,0.94912,1,0.99119,0.71189,1.01688,0.91401,0.90491,0.000429294,0.000429294,0.000429294
51,620.057,1.08024,0.92845,1.01615,0.94912,1,0.99119,0.71189,1.01688,0.91401,0.90491,0.000417647,0.000417647,0.000417647
52,632.23,1.12172,0.99352,0.98249,0.94031,1,0.98714,0.71923,1.00774,0.89199,0.90404,0.000406,0.000406,0.000406
53,644.088,1.05283,0.9344,0.96379,0.93964,1,0.97929,0.7328,0.97224,0.86146,0.89923,0.000394353,0.000394353,0.000394353
54,656.034,1.02824,0.92609,0.97953,0.94151,1,0.97929,0.7424,0.95023,0.84534,0.89249,0.000382706,0.000382706,0.000382706
55,668.153,1.07027,0.87552,0.94521,0.94151,1,0.97929,0.7424,0.95023,0.84534,0.89249,0.000371059,0.000371059,0.000371059
56,679.431,1.15755,0.90791,0.99832,0.95229,0.99973,0.97524,0.74358,0.94618,0.84399,0.89321,0.000359412,0.000359412,0.000359412
57,688.67,1.14866,0.98401,1.00205,0.94898,0.99315,0.97524,0.7442,0.95684,0.87641,0.89646,0.000347765,0.000347765,0.000347765
58,697.915,1.05267,0.87502,0.95236,0.94669,0.9904,0.97929,0.73459,1.01196,0.89868,0.9067,0.000336118,0.000336118,0.000336118
59,707.027,1.10146,0.90525,0.96443,0.94669,0.9904,0.97929,0.73459,1.01196,0.89868,0.9067,0.000324471,0.000324471,0.000324471
60,716.139,1.12437,0.88956,0.95893,0.94955,0.99237,0.97929,0.71398,1.05571,0.86797,0.91642,0.000312824,0.000312824,0.000312824
61,725.327,1.0182,0.85703,0.93122,0.95732,1,0.97929,0.72834,1.00911,0.83348,0.90521,0.000301176,0.000301176,0.000301176
62,734.392,1.04625,0.82897,0.94881,0.95277,1,0.97929,0.74447,0.96394,0.82238,0.89342,0.000289529,0.000289529,0.000289529
63,743.225,1.02572,0.87492,0.96543,0.95277,1,0.97929,0.74447,0.96394,0.82238,0.89342,0.000277882,0.000277882,0.000277882
64,752.417,1.02873,0.82969,0.95584,0.958,0.99571,0.97929,0.74276,0.95682,0.82759,0.89052,0.000266235,0.000266235,0.000266235
65,761.507,1.01213,0.82084,0.95208,0.94786,0.99791,0.97929,0.72041,0.98137,0.84472,0.8933,0.000254588,0.000254588,0.000254588
66,770.489,1.06078,0.97465,0.95557,0.94986,0.99792,0.97524,0.71729,0.99758,0.82909,0.89955,0.000242941,0.000242941,0.000242941
67,779.389,1.02652,0.90993,0.95328,0.94986,0.99792,0.97524,0.71729,0.99758,0.82909,0.89955,0.000231294,0.000231294,0.000231294
68,788.386,1.06886,0.85507,0.95748,0.95527,0.99809,0.97929,0.70849,0.99044,0.80301,0.90515,0.000219647,0.000219647,0.000219647
69,797.42,1.10068,0.85725,0.98279,0.9536,0.9963,0.97929,0.7379,0.9801,0.80353,0.90749,0.000208,0.000208,0.000208
70,806.374,1.13442,1.09414,0.99096,0.95128,0.99503,0.97929,0.74082,0.98151,0.81538,0.90433,0.000196353,0.000196353,0.000196353
71,815.284,1.07781,0.84152,0.991,0.95128,0.99503,0.97929,0.74082,0.98151,0.81538,0.90433,0.000184706,0.000184706,0.000184706
72,824.246,1.01329,0.89867,0.95401,0.95335,0.99539,0.97929,0.7256,0.98384,0.81054,0.90344,0.000173059,0.000173059,0.000173059
73,833.237,1.05154,0.85395,0.95494,0.95285,1,0.97929,0.72036,0.98437,0.79731,0.90348,0.000161412,0.000161412,0.000161412
74,842.567,1.0983,0.87376,0.97147,0.94949,0.99595,0.97929,0.72002,0.97788,0.79057,0.90221,0.000149765,0.000149765,0.000149765
75,852.124,0.9693,0.82085,0.93709,0.94949,0.99595,0.97929,0.72002,0.97788,0.79057,0.90221,0.000138118,0.000138118,0.000138118
76,861.694,1.01422,0.83479,0.9148,0.95061,0.98974,0.97929,0.72128,0.9558,0.77999,0.90042,0.000126471,0.000126471,0.000126471
77,871.174,1.06157,0.8137,0.98193,0.96067,0.98257,0.97929,0.73531,0.93018,0.77964,0.89888,0.000114824,0.000114824,0.000114824
78,881.318,1.01593,0.84586,0.93138,0.96362,0.98329,0.97929,0.75373,0.91315,0.78071,0.89808,0.000103176,0.000103176,0.000103176
79,891.259,1.02019,0.83691,0.9652,0.96362,0.98329,0.97929,0.75373,0.91315,0.78071,0.89808,9.15294e-05,9.15294e-05,9.15294e-05
80,901.349,1.01057,0.83902,0.92338,0.96073,0.98757,0.97929,0.75032,0.90684,0.78667,0.89748,7.98824e-05,7.98824e-05,7.98824e-05
81,911.417,1.03552,0.84544,0.91956,0.95919,0.99194,0.97524,0.75269,0.90728,0.79543,0.89602,6.82353e-05,6.82353e-05,6.82353e-05
82,920.861,0.99902,0.83461,0.96284,0.95892,0.99412,0.97524,0.75733,0.90723,0.79773,0.89518,5.65882e-05,5.65882e-05,5.65882e-05
83,929.529,1.04775,0.81628,0.9542,0.95892,0.99412,0.97524,0.75733,0.90723,0.79773,0.89518,4.49412e-05,4.49412e-05,4.49412e-05
84,938.198,1.1343,0.86843,0.93452,0.95844,0.99444,0.97524,0.75199,0.91182,0.79608,0.8952,3.32941e-05,3.32941e-05,3.32941e-05
85,946.85,1.04498,0.78719,0.94181,0.95783,0.99405,0.97524,0.74865,0.91433,0.79293,0.89584,2.16471e-05,2.16471e-05,2.16471e-05
